bigip1.com,4233183f-a4f8-9684-8c1adf0a2304,7 days,6% ~ 7%,17% ~ 78%,ERROR,ERROR,ERROR,ERROR,OK,N/A,ERROR,ERROR,OK,已過期: 1 快過期:0,Changes Pending,BIG-IP 13.1.1.4 Build 0.0.4 Point Release 4
IDC-asm-1.sinopac.com,564dfbfd-2e31-8afd-abb077920660,1 days,8%,4% ~ 18%,ERROR,ERROR,ERROR,ERROR,OK,N/A,ERROR,ERROR,OK,已過期: 75 快過期:0,Disconnected,BIG-IP 13.1.3.4 Build 0.0.5 Point Release 4
bigip2.com,4233e796-0aae-c21a-6c8b51d81dd3,7 days,7%,16% ~ 75%,ERROR,ERROR,ERROR,ERROR,OK,N/A,ERROR,ERROR,OK,OK,Changes Pending,BIG-IP 13.1.1.4 Build 0.0.4 Point Release 4
bigip1.com,42335d9c-cf7c-7e1b-599b71843c4d,39 days,2% ~ 3%,7% ~ 19%,ERROR,ERROR,ERROR,ERROR,N/A,N/A,ERROR,ERROR,NO,OK,Standalone,BIG-IP 15.1.0.4 Build 0.0.6 Point Release 4
